Diversity,Progress,w_set_A,w_set_B,w_set_C,w_set_D,Activated_Rules
0.12,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200)
0.12,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300)
0.12,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400)
0.12,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500)
0.12,0.12,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.14,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.16,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.18,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.20,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.22,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.24,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.26,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.28,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.12,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | low AND mid -> low (0.001)
0.12,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100)
0.12,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200)
0.12,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200)
0.12,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100)
0.12,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001)
0.12,0.42,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.44,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.46,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.48,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.50,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.52,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.54,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.56,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.58,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.12,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND late -> low (0.001)
0.12,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100)
0.12,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200)
0.12,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200)
0.12,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100)
0.12,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.12,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.74,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.76,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.78,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.80,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.82,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.84,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.86,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.12,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.12,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.12,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.12,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
0.12,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100)
0.12,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001)
0.14,0.00,0.5000,0.5000,0.5000,0.4200,low AND early -> medium (0.001)
0.14,0.02,0.5000,0.5000,0.5000,0.4239,low AND early -> medium (0.100)
0.14,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200)
0.14,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300)
0.14,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400)
0.14,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500)
0.14,0.12,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.14,0.14,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.14,0.16,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.14,0.18,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.14,0.20,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.14,0.22,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.14,0.24,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.14,0.26,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.14,0.28,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.14,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | low AND mid -> low (0.001)
0.14,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100)
0.14,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200)
0.14,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200)
0.14,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100)
0.14,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001)
0.14,0.42,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.14,0.44,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.14,0.46,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.14,0.48,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.14,0.50,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.14,0.52,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.14,0.54,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.14,0.56,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.14,0.58,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.14,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND late -> low (0.001)
0.14,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100)
0.14,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200)
0.14,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200)
0.14,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100)
0.14,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.14,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.14,0.74,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.14,0.76,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.14,0.78,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.14,0.80,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.14,0.82,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.14,0.84,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.14,0.86,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.14,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.14,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.14,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.14,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.14,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
0.14,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100)
0.14,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001)
0.16,0.00,0.5000,0.5000,0.5000,0.4200,low AND early -> medium (0.001)
0.16,0.02,0.5000,0.5000,0.5000,0.4239,low AND early -> medium (0.100)
0.16,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200)
0.16,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300)
0.16,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400)
0.16,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500)
0.16,0.12,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.16,0.14,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.16,0.16,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.16,0.18,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.16,0.20,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.16,0.22,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.16,0.24,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.16,0.26,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.16,0.28,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.16,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | low AND mid -> low (0.001)
0.16,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100)
0.16,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200)
0.16,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200)
0.16,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100)
0.16,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001)
0.16,0.42,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.16,0.44,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.16,0.46,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.16,0.48,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.16,0.50,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.16,0.52,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.16,0.54,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.16,0.56,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.16,0.58,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.16,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND late -> low (0.001)
0.16,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100)
0.16,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200)
0.16,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200)
0.16,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100)
0.16,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.16,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.16,0.74,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.16,0.76,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.16,0.78,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.16,0.80,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.16,0.82,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.16,0.84,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.16,0.86,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.16,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.16,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.16,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.16,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.16,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
0.16,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100)
0.16,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001)
0.18,0.00,0.5000,0.5000,0.5000,0.4200,low AND early -> medium (0.001)
0.18,0.02,0.5000,0.5000,0.5000,0.4239,low AND early -> medium (0.100)
0.18,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200)
0.18,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300)
0.18,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400)
0.18,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500)
0.18,0.12,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.18,0.14,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.18,0.16,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.18,0.18,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.18,0.20,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.18,0.22,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.18,0.24,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.18,0.26,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.18,0.28,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.18,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | low AND mid -> low (0.001)
0.18,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100)
0.18,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200)
0.18,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200)
0.18,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100)
0.18,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001)
0.18,0.42,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.18,0.44,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.18,0.46,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.18,0.48,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.18,0.50,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.18,0.52,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.18,0.54,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.18,0.56,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.18,0.58,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.18,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND late -> low (0.001)
0.18,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100)
0.18,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200)
0.18,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200)
0.18,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100)
0.18,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.18,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.18,0.74,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.18,0.76,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.18,0.78,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.18,0.80,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.18,0.82,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.18,0.84,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.18,0.86,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.18,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.18,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.18,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.18,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.18,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
0.18,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100)
0.18,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001)
0.20,0.00,0.5000,0.5000,0.5000,0.4200,low AND early -> medium (0.001)
0.20,0.02,0.5000,0.5000,0.5000,0.4239,low AND early -> medium (0.100)
0.20,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200)
0.20,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300)
0.20,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400)
0.20,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500)
0.20,0.12,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.20,0.14,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.20,0.16,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.20,0.18,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.20,0.20,0.5000,0.5000,0.5000,0.4467,low AND early -> medium (1.000)
0.20,0.22,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.20,0.24,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.20,0.26,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.20,0.28,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.20,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | low AND mid -> low (0.001)
0.20,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100)
0.20,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200)
0.20,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200)
0.20,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100)
0.20,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001)
0.20,0.42,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.20,0.44,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.20,0.46,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.20,0.48,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.20,0.50,0.2248,0.2333,0.3000,0.2200,low AND mid -> low (1.000)
0.20,0.52,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.20,0.54,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.20,0.56,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.20,0.58,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.20,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND late -> low (0.001)
0.20,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100)
0.20,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200)
0.20,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200)
0.20,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100)
0.20,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.20,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.20,0.74,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.20,0.76,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.20,0.78,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.20,0.80,0.2248,0.2333,0.3000,0.2200,low AND late -> low (1.000)
0.20,0.82,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.20,0.84,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.20,0.86,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.20,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.20,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.20,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.20,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.20,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
0.20,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100)
0.20,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001)
0.22,0.00,0.5000,0.5000,0.5000,0.4200,low AND early -> medium (0.001)
0.22,0.02,0.5000,0.5000,0.5000,0.4239,low AND early -> medium (0.100)
0.22,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200)
0.22,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300)
0.22,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400)
0.22,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500)
0.22,0.12,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.22,0.14,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.22,0.16,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.22,0.18,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.22,0.20,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.22,0.22,0.5000,0.5000,0.5000,0.4462,low AND early -> medium (0.900)
0.22,0.24,0.5000,0.5000,0.5000,0.4449,low AND early -> medium (0.800)
0.22,0.26,0.5000,0.5000,0.5000,0.4430,low AND early -> medium (0.700)
0.22,0.28,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.22,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | low AND mid -> low (0.001)
0.22,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100)
0.22,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200)
0.22,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200)
0.22,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100)
0.22,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001)
0.22,0.42,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.22,0.44,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.22,0.46,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.22,0.48,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.22,0.50,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.22,0.52,0.2283,0.2338,0.3000,0.2200,low AND mid -> low (0.900)
0.22,0.54,0.2324,0.2351,0.3000,0.2200,low AND mid -> low (0.800)
0.22,0.56,0.2371,0.2370,0.3000,0.2200,low AND mid -> low (0.700)
0.22,0.58,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.22,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND late -> low (0.001)
0.22,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100)
0.22,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200)
0.22,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200)
0.22,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100)
0.22,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.22,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.22,0.74,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.22,0.76,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.22,0.78,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.22,0.80,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.22,0.82,0.2283,0.2338,0.3000,0.2200,low AND late -> low (0.900)
0.22,0.84,0.2324,0.2351,0.3000,0.2200,low AND late -> low (0.800)
0.22,0.86,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.22,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.22,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.22,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.22,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.22,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
